record_id,league,date,split,game_id,game_number,patch,side,team,player,position,champion,outcome,kills,deaths,assists,kda,total_gold,total_cs,damage_to_champions,game_minutes
LPL2025-4750,LPL,2025-06-01,Split 2,12430-12430_game_1,1,15.11,Red,Weibo Gaming,Erha,sup,Braum,Loss,0,4,6,1.5,6651,22,6558,30.7
LPL2025-4751,LPL,2025-06-01,Split 2,12430-12430_game_2,2,15.11,Blue,Weibo Gaming,Breathe,top,K'Sante,Win,4,2,7,5.5,14695,247,14883,39.2
LPL2025-4752,LPL,2025-06-01,Split 2,12430-12430_game_2,2,15.11,Blue,Weibo Gaming,Tian,jng,Trundle,Win,5,3,10,5.0,15932,291,14347,39.2
LPL2025-4753,LPL,2025-06-01,Split 2,12430-12430_game_2,2,15.11,Blue,Weibo Gaming,Xiaohu,mid,Taliyah,Win,4,4,11,3.75,14582,288,26355,39.2
LPL2025-4754,LPL,2025-06-01,Split 2,12430-12430_game_2,2,15.11,Blue,Weibo Gaming,Light,bot,Xayah,Win,6,3,9,5.0,18631,403,39435,39.2
LPL2025-4755,LPL,2025-06-01,Split 2,12430-12430_game_2,2,15.11,Blue,Weibo Gaming,Erha,sup,Rakan,Win,0,4,15,3.75,9629,45,4183,39.2
LPL2025-4756,LPL,2025-06-01,Split 2,12430-12430_game_2,2,15.11,Red,JD Gaming,Ale,top,Sion,Loss,1,5,9,2.0,11523,235,16032,39.2
LPL2025-4757,LPL,2025-06-01,Split 2,12430-12430_game_2,2,15.11,Red,JD Gaming,Xun,jng,Vi,Loss,0,5,7,1.4,11471,238,5629,39.2
LPL2025-4758,LPL,2025-06-01,Split 2,12430-12430_game_2,2,15.11,Red,JD Gaming,Scout,mid,Annie,Loss,2,2,11,6.5,13757,282,21448,39.2
LPL2025-4759,LPL,2025-06-01,Split 2,12430-12430_game_2,2,15.11,Red,JD Gaming,Peyz,bot,Zeri,Loss,13,3,3,5.33,22571,411,39086,39.2
LPL2025-4760,LPL,2025-06-01,Split 2,12430-12430_game_2,2,15.11,Red,JD Gaming,MISSING,sup,Lulu,Loss,0,4,12,3.0,8462,32,5854,39.2
LPL2025-4761,LPL,2025-06-01,Split 2,12430-12430_game_3,3,15.11,Blue,JD Gaming,Ale,top,Jayce,Win,2,1,6,8.0,12868,275,26865,34.2
LPL2025-4762,LPL,2025-06-01,Split 2,12430-12430_game_3,3,15.11,Blue,JD Gaming,Xun,jng,Poppy,Win,3,1,8,11.0,11857,219,12378,34.2
LPL2025-4763,LPL,2025-06-01,Split 2,12430-12430_game_3,3,15.11,Blue,JD Gaming,Scout,mid,Azir,Win,5,1,6,11.0,16308,327,19646,34.2
LPL2025-4764,LPL,2025-06-01,Split 2,12430-12430_game_3,3,15.11,Blue,JD Gaming,Peyz,bot,Lucian,Win,3,0,9,12.0,16313,371,22296,34.2
LPL2025-4765,LPL,2025-06-01,Split 2,12430-12430_game_3,3,15.11,Blue,JD Gaming,MISSING,sup,Leona,Win,1,4,10,2.75,8886,39,5645,34.2
LPL2025-4766,LPL,2025-06-01,Split 2,12430-12430_game_3,3,15.11,Red,Weibo Gaming,Breathe,top,Nidalee,Loss,1,2,4,2.5,13181,309,15006,34.2
LPL2025-4767,LPL,2025-06-01,Split 2,12430-12430_game_3,3,15.11,Red,Weibo Gaming,Tian,jng,Skarner,Loss,1,4,4,1.25,10734,223,6023,34.2
LPL2025-4768,LPL,2025-06-01,Split 2,12430-12430_game_3,3,15.11,Red,Weibo Gaming,Xiaohu,mid,LeBlanc,Loss,1,2,5,3.0,12054,282,20362,34.2
LPL2025-4769,LPL,2025-06-01,Split 2,12430-12430_game_3,3,15.11,Red,Weibo Gaming,Light,bot,Miss Fortune,Loss,4,4,1,1.25,14806,322,16189,34.2
LPL2025-4770,LPL,2025-06-01,Split 2,12430-12430_game_3,3,15.11,Red,Weibo Gaming,Erha,sup,Rell,Loss,0,2,6,3.0,7356,29,3011,34.2
LPL2025-4771,LPL,2025-06-01,Split 2,12430-12430_game_4,4,15.11,Blue,Weibo Gaming,Breathe,top,Rumble,Win,6,1,11,17.0,13747,219,20506,32.4
LPL2025-4772,LPL,2025-06-01,Split 2,12430-12430_game_4,4,15.11,Blue,Weibo Gaming,Tian,jng,Wukong,Win,3,1,17,20.0,13744,253,13853,32.4
LPL2025-4773,LPL,2025-06-01,Split 2,12430-12430_game_4,4,15.11,Blue,Weibo Gaming,Xiaohu,mid,Galio,Win,2,0,20,22.0,11904,220,17936,32.4
LPL2025-4774,LPL,2025-06-01,Split 2,12430-12430_game_4,4,15.11,Blue,Weibo Gaming,Light,bot,Kai'Sa,Win,12,2,10,11.0,17947,312,21786,32.4
LPL2025-4775,LPL,2025-06-01,Split 2,12430-12430_game_4,4,15.11,Blue,Weibo Gaming,Erha,sup,Sett,Win,2,1,12,14.0,8759,38,8420,32.4
LPL2025-4776,LPL,2025-06-01,Split 2,12430-12430_game_4,4,15.11,Red,JD Gaming,Ale,top,Ornn,Loss,1,4,1,0.5,10909,244,11962,32.4
LPL2025-4777,LPL,2025-06-01,Split 2,12430-12430_game_4,4,15.11,Red,JD Gaming,Xun,jng,Naafiri,Loss,0,4,5,1.25,9636,196,12223,32.4
LPL2025-4778,LPL,2025-06-01,Split 2,12430-12430_game_4,4,15.11,Red,JD Gaming,Scout,mid,Tristana,Loss,1,5,2,0.6,12814,309,23933,32.4
LPL2025-4779,LPL,2025-06-01,Split 2,12430-12430_game_4,4,15.11,Red,JD Gaming,Peyz,bot,Mel,Loss,3,5,0,0.6,13464,304,17699,32.4
LPL2025-4780,LPL,2025-06-01,Split 2,12430-12430_game_4,4,15.11,Red,JD Gaming,MISSING,sup,Nautilus,Loss,0,7,5,0.71,7033,39,4234,32.4
LPL2025-4781,LPL,2025-06-01,Split 2,12430-12430_game_5,5,15.11,Blue,Weibo Gaming,Breathe,top,Ambessa,Win,3,0,9,12.0,11749,249,17181,27.7
LPL2025-4782,LPL,2025-06-01,Split 2,12430-12430_game_5,5,15.11,Blue,Weibo Gaming,Tian,jng,Sejuani,Win,1,1,12,13.0,9763,183,12640,27.7
LPL2025-4783,LPL,2025-06-01,Split 2,12430-12430_game_5,5,15.11,Blue,Weibo Gaming,Xiaohu,mid,Aurora,Win,4,0,5,9.0,10584,211,15831,27.7
LPL2025-4784,LPL,2025-06-01,Split 2,12430-12430_game_5,5,15.11,Blue,Weibo Gaming,Light,bot,Sivir,Win,3,0,6,9.0,12323,291,17003,27.7
LPL2025-4785,LPL,2025-06-01,Split 2,12430-12430_game_5,5,15.11,Blue,Weibo Gaming,Erha,sup,Bard,Win,2,0,11,13.0,7423,34,5578,27.7
LPL2025-4786,LPL,2025-06-01,Split 2,12430-12430_game_5,5,15.11,Red,JD Gaming,Ale,top,Jax,Loss,0,3,0,0.0,8413,194,8470,27.7
LPL2025-4787,LPL,2025-06-01,Split 2,12430-12430_game_5,5,15.11,Red,JD Gaming,Xun,jng,Jarvan IV,Loss,0,2,1,0.5,8739,201,6592,27.7
LPL2025-4788,LPL,2025-06-01,Split 2,12430-12430_game_5,5,15.11,Red,JD Gaming,Scout,mid,Viktor,Loss,0,1,0,0.0,9372,248,13604,27.7
LPL2025-4789,LPL,2025-06-01,Split 2,12430-12430_game_5,5,15.11,Red,JD Gaming,Peyz,bot,Jhin,Loss,1,2,0,0.5,10822,283,5118,27.7
LPL2025-4790,LPL,2025-06-01,Split 2,12430-12430_game_5,5,15.11,Red,JD Gaming,MISSING,sup,Renata Glasc,Loss,0,5,1,0.2,5637,28,3882,27.7
LPL2025-4791,LPL,2025-06-02,Split 2,12431-12431_game_1,1,15.11,Blue,Top Esports,369,top,Jayce,Loss,2,3,4,2.0,10728,237,16564,28.5
LPL2025-4792,LPL,2025-06-02,Split 2,12431-12431_game_1,1,15.11,Blue,Top Esports,Kanavi,jng,Pantheon,Loss,4,5,4,1.6,9918,169,13462,28.5
LPL2025-4793,LPL,2025-06-02,Split 2,12431-12431_game_1,1,15.11,Blue,Top Esports,Creme,mid,Ryze,Loss,0,4,5,1.25,9574,228,22979,28.5
LPL2025-4794,LPL,2025-06-02,Split 2,12431-12431_game_1,1,15.11,Blue,Top Esports,JackeyLove,bot,Kai'Sa,Loss,3,5,2,1.0,11231,252,13867,28.5
LPL2025-4795,LPL,2025-06-02,Split 2,12431-12431_game_1,1,15.11,Blue,Top Esports,Crisp,sup,Alistar,Loss,0,7,5,0.71,5927,16,2121,28.5
LPL2025-4796,LPL,2025-06-02,Split 2,12431-12431_game_1,1,15.11,Red,Bilibili Gaming,Bin,top,Rumble,Win,5,0,10,15.0,12605,256,19602,28.5
LPL2025-4797,LPL,2025-06-02,Split 2,12431-12431_game_1,1,15.11,Red,Bilibili Gaming,Beichuan,jng,Vi,Win,3,4,12,3.75,10744,187,9906,28.5
LPL2025-4798,LPL,2025-06-02,Split 2,12431-12431_game_1,1,15.11,Red,Bilibili Gaming,Knight,mid,Taliyah,Win,6,2,13,9.5,13605,254,22653,28.5
LPL2025-4799,LPL,2025-06-02,Split 2,12431-12431_game_1,1,15.11,Red,Bilibili Gaming,Elk,bot,Ezreal,Win,9,1,9,18.0,15127,259,26264,28.5
LPL2025-4800,LPL,2025-06-02,Split 2,12431-12431_game_1,1,15.11,Red,Bilibili Gaming,ON,sup,Braum,Win,1,2,17,9.0,7710,25,5018,28.5
LPL2025-4801,LPL,2025-06-02,Split 2,12431-12431_game_2,2,15.11,Blue,Top Esports,369,top,Sion,Loss,2,2,9,5.5,13558,294,20327,33.9
LPL2025-4802,LPL,2025-06-02,Split 2,12431-12431_game_2,2,15.11,Blue,Top Esports,Kanavi,jng,Xin Zhao,Loss,5,6,8,2.17,13331,230,19059,33.9
LPL2025-4803,LPL,2025-06-02,Split 2,12431-12431_game_2,2,15.11,Blue,Top Esports,Creme,mid,Azir,Loss,4,3,9,4.33,14438,303,25184,33.9
LPL2025-4804,LPL,2025-06-02,Split 2,12431-12431_game_2,2,15.11,Blue,Top Esports,JackeyLove,bot,Miss Fortune,Loss,4,6,7,1.83,14404,294,20612,33.9
LPL2025-4805,LPL,2025-06-02,Split 2,12431-12431_game_2,2,15.11,Blue,Top Esports,Crisp,sup,Leona,Loss,3,10,9,1.2,8593,27,5645,33.9
LPL2025-4806,LPL,2025-06-02,Split 2,12431-12431_game_2,2,15.11,Red,Bilibili Gaming,Bin,top,Yorick,Win,4,4,5,2.25,15827,290,27091,33.9
LPL2025-4807,LPL,2025-06-02,Split 2,12431-12431_game_2,2,15.11,Red,Bilibili Gaming,Beichuan,jng,Wukong,Win,3,4,14,4.25,12865,229,12872,33.9
LPL2025-4808,LPL,2025-06-02,Split 2,12431-12431_game_2,2,15.11,Red,Bilibili Gaming,Knight,mid,Ahri,Win,5,4,14,4.75,14133,285,28395,33.9
LPL2025-4809,LPL,2025-06-02,Split 2,12431-12431_game_2,2,15.11,Red,Bilibili Gaming,Elk,bot,Lucian,Win,12,2,8,10.0,17471,307,42028,33.9
LPL2025-4810,LPL,2025-06-02,Split 2,12431-12431_game_2,2,15.11,Red,Bilibili Gaming,ON,sup,Rell,Win,3,4,24,6.75,10397,37,8465,33.9
LPL2025-4811,LPL,2025-06-02,Split 2,12431-12431_game_3,3,15.11,Blue,Top Esports,369,top,Ornn,Loss,0,3,1,0.33,7951,201,9823,25.0
LPL2025-4812,LPL,2025-06-02,Split 2,12431-12431_game_3,3,15.11,Blue,Top Esports,Kanavi,jng,Trundle,Loss,4,5,1,1.0,10321,165,12400,25.0
LPL2025-4813,LPL,2025-06-02,Split 2,12431-12431_game_3,3,15.11,Blue,Top Esports,Creme,mid,Yone,Loss,1,8,2,0.38,8481,182,12136,25.0
LPL2025-4814,LPL,2025-06-02,Split 2,12431-12431_game_3,3,15.11,Blue,Top Esports,JackeyLove,bot,Ashe,Loss,0,5,3,0.6,8797,222,11909,25.0
LPL2025-4815,LPL,2025-06-02,Split 2,12431-12431_game_3,3,15.11,Blue,Top Esports,Crisp,sup,Seraphine,Loss,0,4,3,0.75,5578,28,7013,25.0
LPL2025-4816,LPL,2025-06-02,Split 2,12431-12431_game_3,3,15.11,Red,Bilibili Gaming,Bin,top,Ambessa,Win,6,1,10,16.0,10946,228,28305,25.0
LPL2025-4817,LPL,2025-06-02,Split 2,12431-12431_game_3,3,15.11,Red,Bilibili Gaming,Beichuan,jng,Sejuani,Win,3,0,13,16.0,9738,171,10081,25.0
LPL2025-4818,LPL,2025-06-02,Split 2,12431-12431_game_3,3,15.11,Red,Bilibili Gaming,Knight,mid,Aurora,Win,8,2,10,9.0,11784,218,29120,25.0
LPL2025-4819,LPL,2025-06-02,Split 2,12431-12431_game_3,3,15.11,Red,Bilibili Gaming,Elk,bot,Kalista,Win,8,1,7,15.0,12034,217,13963,25.0
LPL2025-4820,LPL,2025-06-02,Split 2,12431-12431_game_3,3,15.11,Red,Bilibili Gaming,ON,sup,Renata Glasc,Win,0,1,18,18.0,6967,36,4641,25.0
LPL2025-4821,LPL,2025-06-03,Split 2,12432-12432_game_1,1,15.11,Blue,Anyone's Legend,Flandre,top,Yorick,Win,5,4,4,2.25,15172,274,23873,32.6
LPL2025-4822,LPL,2025-06-03,Split 2,12432-12432_game_1,1,15.11,Blue,Anyone's Legend,Tarzan,jng,Sejuani,Win,2,1,10,12.0,12015,230,10191,32.6
LPL2025-4823,LPL,2025-06-03,Split 2,12432-12432_game_1,1,15.11,Blue,Anyone's Legend,Shanks,mid,Azir,Win,3,3,7,3.33,14602,321,19932,32.6
LPL2025-4824,LPL,2025-06-03,Split 2,12432-12432_game_1,1,15.11,Blue,Anyone's Legend,Hope,bot,Jhin,Win,4,0,5,9.0,14257,329,18172,32.6
LPL2025-4825,LPL,2025-06-03,Split 2,12432-12432_game_1,1,15.11,Blue,Anyone's Legend,Kael,sup,Rell,Win,1,2,8,4.5,8472,43,4191,32.6
LPL2025-4826,LPL,2025-06-03,Split 2,12432-12432_game_1,1,15.11,Red,Weibo Gaming,Breathe,top,Rumble,Loss,2,5,3,1.0,11039,257,12924,32.6
LPL2025-4827,LPL,2025-06-03,Split 2,12432-12432_game_1,1,15.11,Red,Weibo Gaming,Tian,jng,Pantheon,Loss,4,2,4,4.0,12714,252,16637,32.6
LPL2025-4828,LPL,2025-06-03,Split 2,12432-12432_game_1,1,15.11,Red,Weibo Gaming,Xiaohu,mid,Aurora,Loss,2,1,6,8.0,12898,308,18924,32.6
LPL2025-4829,LPL,2025-06-03,Split 2,12432-12432_game_1,1,15.11,Red,Weibo Gaming,Light,bot,Varus,Loss,2,2,2,2.0,12955,329,8411,32.6
LPL2025-4830,LPL,2025-06-03,Split 2,12432-12432_game_1,1,15.11,Red,Weibo Gaming,Erha,sup,Leona,Loss,0,5,3,0.6,6695,35,3323,32.6
LPL2025-4831,LPL,2025-06-03,Split 2,12432-12432_game_2,2,15.11,Blue,Weibo Gaming,Breathe,top,Ambessa,Win,6,0,7,13.0,16996,293,30906,36.4
LPL2025-4832,LPL,2025-06-03,Split 2,12432-12432_game_2,2,15.11,Blue,Weibo Gaming,Tian,jng,Skarner,Win,5,1,9,14.0,13578,211,17552,36.4
LPL2025-4833,LPL,2025-06-03,Split 2,12432-12432_game_2,2,15.11,Blue,Weibo Gaming,Xiaohu,mid,Taliyah,Win,2,5,11,2.6,14597,290,17526,36.4
LPL2025-4834,LPL,2025-06-03,Split 2,12432-12432_game_2,2,15.11,Blue,Weibo Gaming,Light,bot,Kalista,Win,5,2,10,7.5,14880,291,12007,36.4
LPL2025-4835,LPL,2025-06-03,Split 2,12432-12432_game_2,2,15.11,Blue,Weibo Gaming,Erha,sup,Renata Glasc,Win,3,2,15,9.0,10578,40,8232,36.4
LPL2025-4836,LPL,2025-06-03,Split 2,12432-12432_game_2,2,15.11,Red,Anyone's Legend,Flandre,top,Nidalee,Loss,3,2,5,4.0,13957,313,20870,36.4
LPL2025-4837,LPL,2025-06-03,Split 2,12432-12432_game_2,2,15.11,Red,Anyone's Legend,Tarzan,jng,Vi,Loss,2,5,6,1.6,12460,247,15975,36.4
LPL2025-4838,LPL,2025-06-03,Split 2,12432-12432_game_2,2,15.11,Red,Anyone's Legend,Shanks,mid,Orianna,Loss,3,7,7,1.43,13663,267,17804,36.4
LPL2025-4839,LPL,2025-06-03,Split 2,12432-12432_game_2,2,15.11,Red,Anyone's Legend,Hope,bot,Ashe,Loss,2,4,7,2.25,13833,312,16050,36.4
LPL2025-4840,LPL,2025-06-03,Split 2,12432-12432_game_2,2,15.11,Red,Anyone's Legend,Kael,sup,Seraphine,Loss,0,4,10,2.5,8170,44,12477,36.4
LPL2025-4841,LPL,2025-06-03,Split 2,12432-12432_game_3,3,15.11,Blue,Anyone's Legend,Flandre,top,Gwen,Win,4,4,9,3.25,12818,263,25294,31.4
LPL2025-4842,LPL,2025-06-03,Split 2,12432-12432_game_3,3,15.11,Blue,Anyone's Legend,Tarzan,jng,Volibear,Win,1,3,10,3.67,10281,202,10512,31.4
LPL2025-4843,LPL,2025-06-03,Split 2,12432-12432_game_3,3,15.11,Blue,Anyone's Legend,Shanks,mid,Sylas,Win,8,0,11,19.0,14766,275,31521,31.4
LPL2025-4844,LPL,2025-06-03,Split 2,12432-12432_game_3,3,15.11,Blue,Anyone's Legend,Hope,bot,Ezreal,Win,8,1,9,17.0,15643,311,32292,31.4
LPL2025-4845,LPL,2025-06-03,Split 2,12432-12432_game_3,3,15.11,Blue,Anyone's Legend,Kael,sup,Karma,Win,1,1,20,21.0,8848,39,12681,31.4
LPL2025-4846,LPL,2025-06-03,Split 2,12432-12432_game_3,3,15.11,Red,Weibo Gaming,Breathe,top,Sion,Loss,2,2,7,4.5,12113,265,17064,31.4
LPL2025-4847,LPL,2025-06-03,Split 2,12432-12432_game_3,3,15.11,Red,Weibo Gaming,Tian,jng,Xin Zhao,Loss,3,6,3,1.0,10944,194,16027,31.4
LPL2025-4848,LPL,2025-06-03,Split 2,12432-12432_game_3,3,15.11,Red,Weibo Gaming,Xiaohu,mid,Ryze,Loss,2,4,4,1.5,11391,248,18868,31.4
LPL2025-4849,LPL,2025-06-03,Split 2,12432-12432_game_3,3,15.11,Red,Weibo Gaming,Light,bot,Xayah,Loss,2,6,3,0.83,12634,270,17269,31.4
LPL2025-4850,LPL,2025-06-03,Split 2,12432-12432_game_3,3,15.11,Red,Weibo Gaming,Erha,sup,Rakan,Loss,0,4,6,1.5,6920,34,3366,31.4
LPL2025-4851,LPL,2025-06-03,Split 2,12432-12432_game_4,4,15.11,Blue,Weibo Gaming,Breathe,top,Renekton,Loss,0,4,6,1.5,12462,296,14111,38.6
LPL2025-4852,LPL,2025-06-03,Split 2,12432-12432_game_4,4,15.11,Blue,Weibo Gaming,Tian,jng,Lillia,Loss,1,3,4,1.67,12505,268,28167,38.6
LPL2025-4853,LPL,2025-06-03,Split 2,12432-12432_game_4,4,15.11,Blue,Weibo Gaming,Xiaohu,mid,Galio,Loss,1,3,6,2.33,11967,268,19296,38.6
LPL2025-4854,LPL,2025-06-03,Split 2,12432-12432_game_4,4,15.11,Blue,Weibo Gaming,Light,bot,Kai'Sa,Loss,6,3,1,2.33,16866,348,29478,38.6
LPL2025-4855,LPL,2025-06-03,Split 2,12432-12432_game_4,4,15.11,Blue,Weibo Gaming,Erha,sup,Alistar,Loss,0,3,6,2.0,8157,34,4494,38.6
LPL2025-4856,LPL,2025-06-03,Split 2,12432-12432_game_4,4,15.11,Red,Anyone's Legend,Flandre,top,Ornn,Win,2,0,11,13.0,13625,294,21538,38.6
LPL2025-4857,LPL,2025-06-03,Split 2,12432-12432_game_4,4,15.11,Red,Anyone's Legend,Tarzan,jng,Nocturne,Win,1,2,13,7.0,13244,258,21080,38.6
LPL2025-4858,LPL,2025-06-03,Split 2,12432-12432_game_4,4,15.11,Red,Anyone's Legend,Shanks,mid,Ahri,Win,6,1,10,16.0,17656,322,37200,38.6
LPL2025-4859,LPL,2025-06-03,Split 2,12432-12432_game_4,4,15.11,Red,Anyone's Legend,Hope,bot,Lucian,Win,7,2,8,7.5,17961,355,31822,38.6
LPL2025-4860,LPL,2025-06-03,Split 2,12432-12432_game_4,4,15.11,Red,Anyone's Legend,Kael,sup,Braum,Win,0,3,16,5.33,9398,36,11670,38.6
LPL2025-4861,LPL,2025-06-04,Split 2,12433-12433_game_1,1,15.11,Blue,FunPlus Phoenix,sheer,top,Rumble,Loss,2,4,2,1.0,10259,241,13824,29.5
LPL2025-4862,LPL,2025-06-04,Split 2,12433-12433_game_1,1,15.11,Blue,FunPlus Phoenix,Shad0w,jng,Pantheon,Loss,1,7,4,0.71,9245,176,11986,29.5
LPL2025-4863,LPL,2025-06-04,Split 2,12433-12433_game_1,1,15.11,Blue,FunPlus Phoenix,Care,mid,Ryze,Loss,1,3,3,1.33,11295,272,13787,29.5
LPL2025-4864,LPL,2025-06-04,Split 2,12433-12433_game_1,1,15.11,Blue,FunPlus Phoenix,Assum,bot,Xayah,Loss,2,5,3,1.0,11231,269,22187,29.5
LPL2025-4865,LPL,2025-06-04,Split 2,12433-12433_game_1,1,15.11,Blue,FunPlus Phoenix,Jwei,sup,Rakan,Loss,0,6,5,0.83,6216,31,3865,29.5
LPL2025-4866,LPL,2025-06-04,Split 2,12433-12433_game_1,1,15.11,Red,Invictus Gaming,TheShy,top,Galio,Win,3,2,13,8.0,11932,230,9698,29.5
LPL2025-4867,LPL,2025-06-04,Split 2,12433-12433_game_1,1,15.11,Red,Invictus Gaming,Jiejie,jng,Xin Zhao,Win,7,2,15,11.0,13206,223,25133,29.5
LPL2025-4868,LPL,2025-06-04,Split 2,12433-12433_game_1,1,15.11,Red,Invictus Gaming,Rookie,mid,Azir,Win,6,0,15,21.0,15944,289,33467,29.5
LPL2025-4869,LPL,2025-06-04,Split 2,12433-12433_game_1,1,15.11,Red,Invictus Gaming,GALA,bot,Kalista,Win,7,2,12,9.5,13726,247,15352,29.5
LPL2025-4870,LPL,2025-06-04,Split 2,12433-12433_game_1,1,15.11,Red,Invictus Gaming,Meiko,sup,Renata Glasc,Win,2,0,21,23.0,8876,40,7499,29.5
LPL2025-4871,LPL,2025-06-04,Split 2,12433-12433_game_2,2,15.11,Blue,FunPlus Phoenix,sheer,top,Gwen,Win,4,3,11,5.0,13123,201,23849,33.5
LPL2025-4872,LPL,2025-06-04,Split 2,12433-12433_game_2,2,15.11,Blue,FunPlus Phoenix,Shad0w,jng,Naafiri,Win,17,2,8,12.5,18279,270,34378,33.5
LPL2025-4873,LPL,2025-06-04,Split 2,12433-12433_game_2,2,15.11,Blue,FunPlus Phoenix,Care,mid,Taliyah,Win,4,1,13,17.0,14151,270,25495,33.5
LPL2025-4874,LPL,2025-06-04,Split 2,12433-12433_game_2,2,15.11,Blue,FunPlus Phoenix,Assum,bot,Senna,Win,2,4,21,5.75,15120,255,27632,33.5
LPL2025-4875,LPL,2025-06-04,Split 2,12433-12433_game_2,2,15.11,Blue,FunPlus Phoenix,Jwei,sup,Nautilus,Win,1,4,18,4.75,9227,31,9806,33.5
LPL2025-4876,LPL,2025-06-04,Split 2,12433-12433_game_2,2,15.11,Red,Invictus Gaming,TheShy,top,Aurora,Loss,3,5,5,1.6,12787,256,27149,33.5
LPL2025-4877,LPL,2025-06-04,Split 2,12433-12433_game_2,2,15.11,Red,Invictus Gaming,Jiejie,jng,Vi,Loss,5,8,6,1.38,11971,189,10767,33.5
LPL2025-4878,LPL,2025-06-04,Split 2,12433-12433_game_2,2,15.11,Red,Invictus Gaming,Rookie,mid,Sylas,Loss,4,5,5,1.8,11944,257,16300,33.5
LPL2025-4879,LPL,2025-06-04,Split 2,12433-12433_game_2,2,15.11,Red,Invictus Gaming,GALA,bot,Lucian,Loss,2,4,7,2.25,12753,285,24022,33.5
LPL2025-4880,LPL,2025-06-04,Split 2,12433-12433_game_2,2,15.11,Red,Invictus Gaming,Meiko,sup,Braum,Loss,0,6,8,1.33,7262,32,5207,33.5
LPL2025-4881,LPL,2025-06-04,Split 2,12433-12433_game_3,3,15.11,Blue,Invictus Gaming,TheShy,top,Ornn,Win,0,1,18,18.0,11076,205,12887,27.9
LPL2025-4882,LPL,2025-06-04,Split 2,12433-12433_game_3,3,15.11,Blue,Invictus Gaming,Jiejie,jng,Wukong,Win,11,1,6,17.0,14881,228,11705,27.9
LPL2025-4883,LPL,2025-06-04,Split 2,12433-12433_game_3,3,15.11,Blue,Invictus Gaming,Rookie,mid,Ahri,Win,6,2,11,8.5,12580,232,20854,27.9
LPL2025-4884,LPL,2025-06-04,Split 2,12433-12433_game_3,3,15.11,Blue,Invictus Gaming,GALA,bot,Ezreal,Win,4,0,12,16.0,12945,256,22946,27.9
LPL2025-4885,LPL,2025-06-04,Split 2,12433-12433_game_3,3,15.11,Blue,Invictus Gaming,Meiko,sup,Poppy,Win,1,2,11,6.0,7721,35,5951,27.9
LPL2025-4886,LPL,2025-06-04,Split 2,12433-12433_game_3,3,15.11,Red,FunPlus Phoenix,sheer,top,Jayce,Loss,3,4,0,0.75,11297,261,21609,27.9
LPL2025-4887,LPL,2025-06-04,Split 2,12433-12433_game_3,3,15.11,Red,FunPlus Phoenix,Shad0w,jng,Maokai,Loss,0,5,5,1.0,7698,143,7725,27.9
LPL2025-4888,LPL,2025-06-04,Split 2,12433-12433_game_3,3,15.11,Red,FunPlus Phoenix,Care,mid,Viktor,Loss,1,5,4,1.0,9546,223,14822,27.9
LPL2025-4889,LPL,2025-06-04,Split 2,12433-12433_game_3,3,15.11,Red,FunPlus Phoenix,Assum,bot,Miss Fortune,Loss,0,5,4,0.8,10169,252,16398,27.9
LPL2025-4890,LPL,2025-06-04,Split 2,12433-12433_game_3,3,15.11,Red,FunPlus Phoenix,Jwei,sup,Alistar,Loss,2,3,3,1.67,6532,31,3482,27.9
LPL2025-4891,LPL,2025-06-04,Split 2,12433-12433_game_4,4,15.11,Blue,FunPlus Phoenix,sheer,top,Yorick,Win,1,4,5,1.5,12849,255,21938,30.2
LPL2025-4892,LPL,2025-06-04,Split 2,12433-12433_game_4,4,15.11,Blue,FunPlus Phoenix,Shad0w,jng,Lillia,Win,7,2,9,8.0,14140,254,21027,30.2
LPL2025-4893,LPL,2025-06-04,Split 2,12433-12433_game_4,4,15.11,Blue,FunPlus Phoenix,Care,mid,Tristana,Win,5,3,11,5.33,15369,282,20285,30.2
LPL2025-4894,LPL,2025-06-04,Split 2,12433-12433_game_4,4,15.11,Blue,FunPlus Phoenix,Assum,bot,Jhin,Win,8,1,8,16.0,15092,257,18259,30.2
LPL2025-4895,LPL,2025-06-04,Split 2,12433-12433_game_4,4,15.11,Blue,FunPlus Phoenix,Jwei,sup,Sett,Win,2,3,14,5.33,8638,41,6906,30.2
LPL2025-4896,LPL,2025-06-04,Split 2,12433-12433_game_4,4,15.11,Red,Invictus Gaming,TheShy,top,Cho'Gath,Loss,1,5,2,0.6,10785,250,20059,30.2
LPL2025-4897,LPL,2025-06-04,Split 2,12433-12433_game_4,4,15.11,Red,Invictus Gaming,Jiejie,jng,Diana,Loss,2,4,10,3.0,11367,210,15019,30.2
LPL2025-4898,LPL,2025-06-04,Split 2,12433-12433_game_4,4,15.11,Red,Invictus Gaming,Rookie,mid,Yasuo,Loss,4,7,6,1.43,12956,250,16189,30.2
LPL2025-4899,LPL,2025-06-04,Split 2,12433-12433_game_4,4,15.11,Red,Invictus Gaming,GALA,bot,Corki,Loss,6,4,3,2.25,13466,282,22138,30.2
LPL2025-4900,LPL,2025-06-04,Split 2,12433-12433_game_4,4,15.11,Red,Invictus Gaming,Meiko,sup,Rell,Loss,0,3,10,3.33,6905,34,4230,30.2
LPL2025-4901,LPL,2025-06-04,Split 2,12433-12433_game_5,5,15.11,Blue,Invictus Gaming,TheShy,top,Aatrox,Win,5,3,5,3.33,16073,295,22498,37.3
